# Sensor Zaisentalstraße, Reutlingen, Germany (Citizen Science project sensor.community/4244)
# https://aqicn.org/station/@54451/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2023-11-15T00:00:00.000Z,0.6,27.4,1.3,1,1.97,1.484,582
2023-11-16T00:00:00.000Z,0.8,10.37,2.33,1.87,4.3,1.883,563
2023-11-17T00:00:00.000Z,0.6,12.17,1.4,0.93,2.5,1.389,579
2023-11-18T00:00:00.000Z,1.17,9.93,2.8,2.13,3.7,1.188,574
2023-11-19T00:00:00.000Z,0.5,10.1,1,0.73,1.83,1.273,579
2023-11-20T00:00:00.000Z,0.9,22.83,1.9,1.5,2.63,1.681,580
2023-11-21T00:00:00.000Z,0.5,19.7,1.53,0.9,6.87,3.998,581
2023-11-22T00:00:00.000Z,1.7,56.53,6.39,4.7,9,3.841,586
2023-11-23T00:00:00.000Z,0.6,14.2,2.7,1.47,9.27,4.098,583
2023-11-24T00:00:00.000Z,0.67,9.93,1.67,1.3,2.27,1.086,583
2023-11-25T00:00:00.000Z,0.8,6.47,1.97,1.5,2.43,0.766,582
2023-11-26T00:00:00.000Z,0.87,17.3,2.2,1.6,3.4,1.59,579
2023-11-27T00:00:00.000Z,0.6,14.17,3.73,2.06,4.7,1.808,582
2023-11-28T00:00:00.000Z,0.5,10.4,1.4,0.8,5.69,2.875,585
2023-11-29T00:00:00.000Z,1.3,22.48,5.79,3.4,8.47,3.511,582
2023-11-30T00:00:00.000Z,4.5,25.3,10,8.19,14.95,4.544,585
2023-12-01T00:00:00.000Z,8.07,26.37,12.52,11.4,14.2,2.429,584
2023-12-02T00:00:00.000Z,5.38,16.53,9.61,7.9,13.2,2.875,564
2023-12-03T00:00:00.000Z,7.07,29.38,11.54,9.73,15.32,4.337,584
2023-12-04T00:00:00.000Z,2.77,32.6,13.02,11.13,15.67,4.214,583
2023-12-05T00:00:00.000Z,0.6,16.82,1.77,1,5.04,3.786,581
2023-12-06T00:00:00.000Z,0.5,16.67,4.93,1.25,7.93,3.575,585
2023-12-07T00:00:00.000Z,1.8,12.48,6.8,4.8,8.93,2.635,585
2023-12-08T00:00:00.000Z,4.13,26.23,10,8.23,12.53,3.142,586
2023-12-09T00:00:00.000Z,0.73,18.6,2.93,1.77,5.12,3.132,585
2023-12-10T00:00:00.000Z,0.7,14.6,2.29,1.7,2.83,1.237,583
2023-12-11T00:00:00.000Z,0.5,14.9,1.6,1.1,2.4,1.283,583
2023-12-12T00:00:00.000Z,0.6,22.13,2.9,1.5,4.83,2.664,582
2023-12-13T00:00:00.000Z,0.6,35.7,1.57,1.03,2.83,2.3,586
2023-12-14T00:00:00.000Z,0.9,43.4,2.87,2.02,4.2,3.092,582
2023-12-15T00:00:00.000Z,2,20.3,5.07,3.8,6.67,2.127,585
2023-12-16T00:00:00.000Z,2.37,23.23,6.2,5.07,8.69,3.119,583
2023-12-17T00:00:00.000Z,3.67,33.22,9.19,7.1,12.63,4.628,586
2023-12-18T00:00:00.000Z,4.5,27.67,8.17,6.5,10.39,3.63,585
2023-12-19T00:00:00.000Z,1.5,17.73,5.47,3.87,10.1,4.078,579
2023-12-20T00:00:00.000Z,0.6,5.09,1.43,1.12,1.93,0.733,584
2023-12-21T00:00:00.000Z,0.4,21.4,0.77,0.6,0.97,1.307,584
2023-12-22T00:00:00.000Z,0.6,7,1.2,0.9,1.77,0.653,582
2023-12-23T00:00:00.000Z,0.4,13.2,0.8,0.67,1.1,0.811,584
2023-12-24T00:00:00.000Z,0.5,7.87,0.8,0.7,1,0.42,578
2023-12-25T00:00:00.000Z,0.56,7.6,1.1,0.83,2.29,1.135,584
2023-12-26T00:00:00.000Z,1,8.47,1.83,1.57,2.43,0.971,486
2023-12-27T00:00:00.000Z,1.73,14.87,3.95,2.97,8.23,3.444,584
2023-12-28T00:00:00.000Z,0.77,21.93,2.5,1.7,4.09,2.166,585
2023-12-29T00:00:00.000Z,0.83,14.4,2,1.47,2.5,1.149,582
2023-12-30T00:00:00.000Z,0.6,23.67,1.49,1.03,5.09,5.518,582
2023-12-31T00:00:00.000Z,0.7,132.5,4.37,1.9,9.27,7.351,579
2024-01-01T00:00:00.000Z,0.77,18.27,1.63,1.3,2.33,1.521,580
2024-01-02T00:00:00.000Z,0.4,8.19,0.7,0.6,0.8,0.592,556
2024-01-03T00:00:00.000Z,0.5,6.5,1,0.83,1.3,0.707,580
2024-01-04T00:00:00.000Z,0.6,23.87,1.2,0.9,2.31,2.07,584
2024-01-05T00:00:00.000Z,1.47,21.9,5.2,4.2,6.97,2.903,584
2024-01-06T00:00:00.000Z,0.8,21.9,4.33,2.4,8.27,5.13,583
2024-01-07T00:00:00.000Z,4.13,24.87,9.3,7.75,13.6,3.726,585
2024-01-08T00:00:00.000Z,2.65,12.1,5.15,4.26,8.01,2.399,585
2024-01-09T00:00:00.000Z,8.07,24.17,11.85,10.31,14.34,3.683,585
2024-01-10T00:00:00.000Z,15.13,82.55,22.27,20.2,29.45,6.907,583
2024-01-11T00:00:00.000Z,20.95,57.8,32.45,26.85,40.25,7.495,583
2024-01-12T00:00:00.000Z,25.07,49.17,34.04,31.23,36.95,4.168,586
2024-01-13T00:00:00.000Z,20.14,42.55,26.9,24.92,31.5,4.272,582
2024-01-14T00:00:00.000Z,9.32,51.05,20.62,18.6,22.87,4.851,580
2024-01-15T00:00:00.000Z,1.4,17.05,5.4,4,9.1,2.917,583
2024-01-16T00:00:00.000Z,2.2,59.38,4.47,3.53,10.99,6.322,580
2024-01-17T00:00:00.000Z,0.63,35.17,13.05,2.23,15.52,7.414,583
2024-01-18T00:00:00.000Z,0.5,19.77,1.4,0.8,7.63,4.245,585
2024-01-19T00:00:00.000Z,3.9,24.17,14.7,9.57,17.41,5.006,573
2024-01-20T00:00:00.000Z,11.65,49.03,19.73,18.12,25.15,7.032,585
2024-01-21T00:00:00.000Z,3.53,24.63,12.7,8.69,16.05,4.493,587
2024-01-22T00:00:00.000Z,0.56,23.3,1.4,0.97,4,2.744,583
2024-01-23T00:00:00.000Z,0.7,21.1,1.67,1.3,2.06,1.358,582
2024-01-24T00:00:00.000Z,0.5,8.4,1.1,0.8,1.9,1.018,569
2024-01-25T00:00:00.000Z,0.8,16.6,2.02,1.6,2.7,2.048,586
2024-01-26T00:00:00.000Z,0.53,10.97,1.47,1.1,2.13,1.57,584
2024-01-27T00:00:00.000Z,1.9,16.89,5.03,4.03,7.17,3.09,583
2024-01-28T00:00:00.000Z,1.7,16.7,8.61,4.07,11.07,3.54,586
2024-01-29T00:00:00.000Z,2.29,19.2,6.8,5,9.41,2.989,584
2024-01-30T00:00:00.000Z,2.5,14.47,7.1,6.07,8.22,1.879,585
2024-01-31T00:00:00.000Z,4.8,22.37,8.25,7.13,9.43,1.833,586
2024-02-01T00:00:00.000Z,0.65,60.27,4.5,3,6.37,3.281,570
2024-02-02T00:00:00.000Z,0.9,19.8,3.73,1.7,6.55,2.637,569
2024-02-03T00:00:00.000Z,0.7,32.1,1.8,1.14,2.6,1.821,569
2024-02-04T00:00:00.000Z,0.5,16.7,1.1,0.9,1.43,1.022,575
2024-02-05T00:00:00.000Z,0.7,9.4,1.87,1.2,4.19,1.873,585
2024-02-06T00:00:00.000Z,1,16.3,3.27,2.1,6.45,3.615,585
2024-02-07T00:00:00.000Z,0.8,6.6,2.2,1.83,2.6,0.716,581
2024-02-08T00:00:00.000Z,0.5,33.17,1.1,0.7,4.4,3.312,566
2024-02-09T00:00:00.000Z,0.5,17.1,1.53,1.03,2.87,3.251,579
2024-02-10T00:00:00.000Z,7.4,26.93,13.4,11.24,17.35,3.828,580
2024-02-11T00:00:00.000Z,0.4,17.67,1.63,1.07,3.13,3.748,579
2024-02-12T00:00:00.000Z,0.5,17.5,1.3,0.9,2.29,1.243,583
2024-02-13T00:00:00.000Z,0.8,7.93,2.29,1.6,4.3,1.813,582
2024-02-14T00:00:00.000Z,0.53,11.77,3.63,1.3,5.67,2.322,583
2024-02-15T00:00:00.000Z,1.1,11.33,2.52,1.9,3.3,1.758,578
2024-02-16T00:00:00.000Z,1.2,20.5,3.7,2.4,4.73,1.558,584
2024-02-17T00:00:00.000Z,0.9,13.37,5.4,2.41,7.7,2.978,585
2024-02-18T00:00:00.000Z,1.37,15.43,6.97,5.7,7.83,2.079,585
2024-02-19T00:00:00.000Z,0.5,16.77,1.9,1.23,3.22,1.582,584
2024-02-20T00:00:00.000Z,1.4,23.97,2.7,2.25,5.55,2.797,585
2024-02-21T00:00:00.000Z,0.73,7.8,2.7,1.77,4.53,1.669,584
2024-02-22T00:00:00.000Z,0.5,3.7,0.8,0.6,1,0.38,584
2024-02-23T00:00:00.000Z,0.4,21.17,1.27,0.9,1.7,1.376,583
2024-02-24T00:00:00.000Z,0.43,20.37,1.83,0.8,3,2.328,585
2024-02-25T00:00:00.000Z,0.6,8.19,1.9,1.23,2.7,1.5,584
2024-02-26T00:00:00.000Z,0.7,16.7,2.43,1.57,3.1,1.283,583
2024-02-27T00:00:00.000Z,1.83,29.83,13.3,9.02,17.3,5.787,586
2024-02-28T00:00:00.000Z,14.1,28.97,18.5,17.13,20.8,2.654,586
2024-02-29T00:00:00.000Z,11.57,29.37,18.3,14.8,21.25,3.669,585
2024-03-01T00:00:00.000Z,1.97,64.8,12.52,7.03,19.5,7.027,572
2024-03-02T00:00:00.000Z,0.73,21.8,8.47,2.2,10.9,5.758,583
2024-03-03T00:00:00.000Z,0.7,25.47,9.6,3.3,18.63,7.713,583
2024-03-04T00:00:00.000Z,8.02,31.3,14.09,11.1,24.67,6.907,580
2024-03-05T00:00:00.000Z,0.6,35.2,9.13,3.5,27.82,11.571,581
2024-03-06T00:00:00.000Z,4.07,32,7.65,5.5,15.8,7.782,582
2024-03-07T00:00:00.000Z,11.83,41.75,27.1,17.69,31.69,7.012,576
2024-03-08T00:00:00.000Z,9.83,19.77,14.37,12.9,15.97,2.053,581
2024-03-09T00:00:00.000Z,1.1,19.03,7.67,4,14.63,5.267,583
2024-03-10T00:00:00.000Z,0.7,14,2.23,1.7,3.1,1.771,583
2024-03-11T00:00:00.000Z,0.5,7.07,1.2,0.8,2.7,1.62,568
2024-03-12T00:00:00.000Z,0.8,14,3.63,2.67,9.19,3.698,581
2024-03-13T00:00:00.000Z,0.5,2.2,0.92,0.8,1.17,0.279,58
2024-03-16T00:00:00.000Z,1.2,8.93,5.09,2.17,7.13,2.346,138
2024-03-17T00:00:00.000Z,0.8,24.45,4.87,2.13,5.9,2.67,577
2024-03-18T00:00:00.000Z,2.06,19.17,5.19,3.97,7.52,2.981,584
2024-03-19T00:00:00.000Z,0.7,9.33,3.7,2.08,4.7,1.862,584
2024-03-20T00:00:00.000Z,0.83,14.07,3.9,1.73,4.87,1.696,582
2024-03-21T00:00:00.000Z,1.33,26.8,4.2,3.17,14.57,6.121,588
2024-03-22T00:00:00.000Z,0.93,12.93,5.67,2.93,9.25,3.359,505
2024-03-23T00:00:00.000Z,0.5,7.3,1.8,1.2,2.5,1.031,544
2024-03-24T00:00:00.000Z,0.6,10.3,1.43,1,1.85,0.767,584
2024-03-25T00:00:00.000Z,0.9,14.3,1.9,1.6,2.4,1.86,588
2024-03-26T00:00:00.000Z,0.87,14.37,2.74,2.2,3.77,1.373,590
2024-03-27T00:00:00.000Z,0.67,8.36,2.83,1.57,4,1.495,590
2024-03-28T00:00:00.000Z,0.5,8.13,1.4,0.8,3.19,1.373,588
2024-03-29T00:00:00.000Z,0.6,8.13,1.6,1,2.27,1.348,369
2024-03-30T00:00:00.000Z,2.06,13.2,5.37,4.5,6.65,1.961,585
2024-03-31T00:00:00.000Z,0.43,8.3,3.7,2.7,4.8,1.544,584
2024-04-01T00:00:00.000Z,0.4,6.77,0.9,0.67,1.6,0.683,570
2024-04-02T00:00:00.000Z,0.5,13.9,0.87,0.7,1.27,0.906,587
2024-04-03T00:00:00.000Z,0.5,18.39,1.12,0.87,1.97,1.087,586
2024-04-04T00:00:00.000Z,0.5,5.37,1.3,1,1.93,0.838,587
2024-04-05T00:00:00.000Z,0.6,5.93,1.5,1.1,2.47,1.03,586
2024-04-06T00:00:00.000Z,0.7,6.8,2.2,1.5,2.8,1.154,588
2024-04-07T00:00:00.000Z,1.2,13.5,2.4,1.97,3.1,1.181,582
2024-04-08T00:00:00.000Z,1.7,7.97,3.32,2.7,4.3,1.235,556
2024-04-09T00:00:00.000Z,0.5,5.9,1.1,0.7,2.8,1.369,581
2024-04-10T00:00:00.000Z,0.8,4.13,1.67,1.37,2.2,0.646,577
2024-04-11T00:00:00.000Z,1.37,6.87,3,2.17,3.53,0.909,571
2024-04-12T00:00:00.000Z,0.8,9.4,3.87,3,4.9,1.479,571
2024-04-13T00:00:00.000Z,0.83,7.24,4.59,2.1,5.33,1.707,583
2024-04-14T00:00:00.000Z,1.1,56.4,2.97,1.8,4.09,3.971,583
2024-04-15T00:00:00.000Z,0.5,6.17,2.04,1.1,2.89,1.254,584
2024-04-16T00:00:00.000Z,0.5,6.8,0.97,0.8,1.2,0.518,582
2024-04-17T00:00:00.000Z,0.5,7.4,2.2,0.93,3.63,1.55,580
2024-04-18T00:00:00.000Z,0.8,13.73,3.1,1.83,5.87,2.147,579
2024-04-19T00:00:00.000Z,0.7,8.47,3.22,1.8,5.9,2.121,576
2024-04-20T00:00:00.000Z,0.77,12.33,1.83,1.5,2.2,1.213,559
2024-04-21T00:00:00.000Z,1,8.93,1.97,1.5,3.2,1.578,583
2024-04-22T00:00:00.000Z,1.4,12.57,3.9,2.4,4.73,1.461,576
2024-04-23T00:00:00.000Z,3.07,15,5.43,4.59,6.7,1.552,577
2024-04-24T00:00:00.000Z,0.9,15.87,5.3,2.57,6.33,2.201,579
2024-04-25T00:00:00.000Z,1,17.89,2.8,1.73,3.5,1.861,577
2024-04-26T00:00:00.000Z,0.6,15.2,1.9,1.1,5.15,2.117,565
2024-04-27T00:00:00.000Z,0.5,4.73,1.14,0.8,3.22,1.284,578
2024-04-28T00:00:00.000Z,0.5,5.09,1.4,1.03,1.8,0.579,579
2024-04-29T00:00:00.000Z,0.7,4.8,1.47,1.2,1.8,0.613,499
2024-04-30T00:00:00.000Z,1.77,9.13,3.53,2.77,5.23,1.553,529
2024-05-01T00:00:00.000Z,2.23,9.47,4.59,3.7,5.5,1.233,562
2024-05-02T00:00:00.000Z,0.4,9.63,5.37,0.5,6.63,2.925,576
2024-05-03T00:00:00.000Z,0.5,4.59,1,0.7,1.33,0.626,578
2024-05-04T00:00:00.000Z,0.73,3.4,2.2,1.4,2.5,0.638,366
2024-05-05T00:00:00.000Z,0.5,3.2,0.83,0.7,1.34,0.547,465
2024-05-06T00:00:00.000Z,0.5,3.6,1.17,0.9,1.5,0.404,579
2024-05-07T00:00:00.000Z,0.6,7.7,1.6,1.1,2.47,0.937,579
2024-05-08T00:00:00.000Z,4.09,18.32,7.83,6.3,10.23,2.782,578
2024-05-09T00:00:00.000Z,1.8,16.67,5.32,2.99,10.72,4.295,584
2024-05-10T00:00:00.000Z,2.1,8.4,4.63,2.93,6,1.598,573
2024-05-11T00:00:00.000Z,1.83,9.6,3.53,2.9,6.6,2.056,581
2024-05-12T00:00:00.000Z,1.33,7.87,2.37,2,3.74,1.642,584
2024-05-13T00:00:00.000Z,1,5.47,2.31,1.63,3.3,1.032,580
2024-05-14T00:00:00.000Z,1.03,5.7,2.1,1.73,3.33,1.098,584
2024-05-15T00:00:00.000Z,1.17,30.3,4.9,2.2,10.63,7.962,582
2024-05-16T00:00:00.000Z,0.5,2.67,1.2,0.9,1.5,0.384,578
2024-05-17T00:00:00.000Z,0.5,4.03,0.83,0.63,1.3,0.425,583
2024-05-18T00:00:00.000Z,0.56,7.67,1.1,0.9,1.37,0.457,585
2024-05-19T00:00:00.000Z,0.5,4.8,1.7,0.9,2.37,0.842,582
2024-05-20T00:00:00.000Z,0.8,4.97,2.8,1.4,3.4,1.036,583
2024-05-21T00:00:00.000Z,0.5,5,2.1,1.3,2.9,1.054,585
2024-05-22T00:00:00.000Z,0.5,3.8,1.3,0.9,2.13,0.746,583
2024-05-23T00:00:00.000Z,1.87,10.73,3.5,3.1,3.93,0.824,583
2024-05-24T00:00:00.000Z,0.7,8.9,1.93,1.5,2.43,0.734,577
2024-05-25T00:00:00.000Z,1.1,5.09,2.33,2,2.67,0.531,570
2024-05-26T00:00:00.000Z,0.9,5.87,2.9,1.9,3.43,0.948,577
2024-05-27T00:00:00.000Z,0.77,5.53,3,1.83,3.73,1.051,581
2024-05-28T00:00:00.000Z,0.7,4,1.43,1.1,1.9,0.557,582
2024-05-29T00:00:00.000Z,0.8,4.2,1.8,1.5,2.23,0.563,583
2024-05-30T00:00:00.000Z,0.47,3.5,1.23,0.73,1.97,0.732,582
2024-05-31T00:00:00.000Z,1.1,12.4,5.75,2.6,8.75,3.098,584
2024-06-01T00:00:00.000Z,1.3,12.23,3.57,2.62,5.14,2.558,573
2024-06-02T00:00:00.000Z,1.5,22.8,4.15,2.29,8.59,4.316,584
2024-06-03T00:00:00.000Z,8.47,23.93,12.97,11.87,15.4,2.753,583
2024-06-04T00:00:00.000Z,3.37,16.32,6.2,4.7,11.4,3.476,571
2024-06-05T00:00:00.000Z,3.1,14.3,6.69,4.57,8.52,2.69,584
2024-06-06T00:00:00.000Z,1.5,11.73,4.3,2.7,7.09,2.364,580
2024-06-07T00:00:00.000Z,1.43,23.1,3.8,2.64,4.59,1.456,581
2024-06-08T00:00:00.000Z,2.5,9.13,5.77,4.76,6.5,1.17,579
2024-06-09T00:00:00.000Z,0.4,11.1,5.8,4.9,6.99,2.212,577
2024-06-10T00:00:00.000Z,0.77,6.43,2,1.6,2.99,1.201,576
2024-06-11T00:00:00.000Z,0.6,2.7,1.03,0.9,1.2,0.273,572
2024-06-12T00:00:00.000Z,0.9,3.43,1.77,1.58,2.1,0.415,580
2024-06-13T00:00:00.000Z,0.73,4.53,2.02,1.3,2.63,0.76,580
2024-06-14T00:00:00.000Z,0.8,5.2,1.9,1.3,2.73,0.976,575
2024-06-15T00:00:00.000Z,0.5,3.47,0.97,0.8,1.37,0.581,510
2024-06-16T00:00:00.000Z,0.6,2.27,1,0.85,1.2,0.268,580
2024-06-17T00:00:00.000Z,0.5,1.9,1,0.8,1.17,0.246,576
2024-06-18T00:00:00.000Z,0.8,3.97,1.7,1.4,2.17,0.565,587
2024-06-19T00:00:00.000Z,1.33,6.47,2.5,2.1,3.2,1.093,577
2024-06-20T00:00:00.000Z,1.2,10.4,3.1,2.2,5.6,2.365,567
2024-06-21T00:00:00.000Z,0.7,10.9,1.8,1.33,7.37,3.236,570
2024-06-22T00:00:00.000Z,0.7,8.63,1.5,1.17,3.93,1.913,570
2024-06-23T00:00:00.000Z,1.12,6.3,2.27,1.85,3.2,1.087,568
2024-06-24T00:00:00.000Z,1.9,10.02,4.09,3.13,5.33,1.695,571
2024-06-25T00:00:00.000Z,1.63,7.67,3.51,2.63,4.59,1.171,580
2024-06-26T00:00:00.000Z,0.6,9,4.62,2.5,6.1,2.017,580
2024-06-27T00:00:00.000Z,2.67,11.4,5.33,4.09,6.6,1.717,579
2024-06-28T00:00:00.000Z,2.5,8.23,4.5,3.77,5.47,1.177,579
2024-06-29T00:00:00.000Z,1.8,9.67,5.53,4.37,7.27,1.638,580
2024-06-30T00:00:00.000Z,0.4,4.7,1.3,0.8,1.97,0.89,582
2024-07-01T00:00:00.000Z,0.7,4.87,1.99,1.52,2.52,0.762,568
2024-07-02T00:00:00.000Z,0.83,4.3,2.2,1.67,2.73,0.708,579
2024-07-03T00:00:00.000Z,0.5,2.9,1.14,0.9,1.57,0.491,580
2024-07-04T00:00:00.000Z,0.5,7.5,1.5,0.9,2.02,0.926,579
2024-07-05T00:00:00.000Z,0.83,14.3,1.73,1.4,2.23,0.941,580
2024-07-06T00:00:00.000Z,0.83,4.17,1.73,1.37,2.4,0.681,579
2024-07-07T00:00:00.000Z,0.67,2.5,1.2,1,1.43,0.302,579
2024-07-08T00:00:00.000Z,0.7,4.76,1.3,1.1,1.63,0.419,579
2024-07-09T00:00:00.000Z,0.7,4,2.1,1.5,2.57,0.653,578
2024-07-10T00:00:00.000Z,1.23,5.47,2.8,2.29,3.33,0.746,580
2024-07-11T00:00:00.000Z,0.6,12.93,2.43,1.3,3.12,1.317,529
2024-07-12T00:00:00.000Z,0.7,5.2,2.33,1.55,3.3,1.069,577
2024-07-13T00:00:00.000Z,0.67,5.93,1.43,1.07,2.2,0.743,579
2024-07-14T00:00:00.000Z,0.53,3.4,1.4,1,2.13,0.641,576
2024-07-15T00:00:00.000Z,1.03,5.5,1.85,1.6,2.29,0.662,578
2024-07-16T00:00:00.000Z,0.6,4.07,1.5,1.1,2.5,0.865,576
2024-07-17T00:00:00.000Z,0.56,2.52,1.35,1.07,1.67,0.381,580
2024-07-18T00:00:00.000Z,1,42.2,2.1,1.73,2.63,1.77,580
2024-07-19T00:00:00.000Z,1.83,9.69,3.75,3.2,6.2,1.854,542
2024-07-20T00:00:00.000Z,2.06,7.73,4.67,3.5,5.8,1.306,579
2024-07-21T00:00:00.000Z,1.4,7.33,3.1,2.2,5.73,1.782,579
2024-07-22T00:00:00.000Z,0.67,3.4,1.53,1.1,1.95,0.59,573
2024-07-23T00:00:00.000Z,0.7,3.6,1.5,1.1,1.87,0.492,578
2024-07-24T00:00:00.000Z,1.1,5.09,2.02,1.7,2.52,0.725,577
2024-07-25T00:00:00.000Z,1.1,5.37,2.57,1.8,3.47,1.022,557
2024-07-26T00:00:00.000Z,1.1,5.23,3.03,2.1,3.63,0.901,578
2024-07-27T00:00:00.000Z,1.63,16.2,4,2.97,4.59,1.272,580
2024-07-28T00:00:00.000Z,1.1,8.47,2.4,1.7,3,1.047,578
2024-07-29T00:00:00.000Z,1.47,6.07,2.82,2.33,3.9,1.008,576
2024-07-30T00:00:00.000Z,1.7,5.93,3.5,2.9,4.09,0.81,575
2024-07-31T00:00:00.000Z,1.77,10.7,3.6,2.93,4.93,1.219,573
2024-08-01T00:00:00.000Z,2.06,9,3.9,3.4,4.5,0.893,575
2024-08-02T00:00:00.000Z,2.23,8.69,3.69,3.23,4.3,1.012,576
2024-08-03T00:00:00.000Z,1.97,11,4.9,3.87,6.25,1.701,576
2024-08-04T00:00:00.000Z,0.8,7.03,3.8,2.97,4.7,1.498,570
2024-08-05T00:00:00.000Z,0.9,3.77,2.1,1.73,2.5,0.548,571
2024-08-06T00:00:00.000Z,1.57,6.53,3.1,2.52,3.7,0.891,570
2024-08-07T00:00:00.000Z,1.07,8.36,3.43,2.57,4.43,1.281,572
2024-08-08T00:00:00.000Z,0.93,16.27,2.37,1.7,3.2,1.522,571
2024-08-09T00:00:00.000Z,0.7,4.57,2.06,1.29,2.87,0.865,564
2024-08-10T00:00:00.000Z,0.93,5.07,2.17,1.8,2.6,0.624,567
2024-08-11T00:00:00.000Z,1.1,4.4,2.17,1.8,2.47,0.467,572
2024-08-12T00:00:00.000Z,1.12,4.3,2.47,2.1,2.8,0.493,567
2024-08-13T00:00:00.000Z,0.8,18.89,1.9,1.6,2.63,1.162,562
2024-08-14T00:00:00.000Z,1,6.1,2.47,1.99,3.53,1.146,533
2024-08-15T00:00:00.000Z,1.3,4.93,2.7,2.31,3.03,0.526,501
2024-08-16T00:00:00.000Z,1.4,5.83,2.6,2.06,3.47,0.847,468
2024-08-17T00:00:00.000Z,0.6,4.8,1.93,1.37,2.77,0.868,553
2024-08-18T00:00:00.000Z,0.67,6.5,2.7,1.53,4.07,1.477,555
2024-08-19T00:00:00.000Z,1.4,6.83,3.57,2.7,4.87,1.276,554
2024-08-20T00:00:00.000Z,0.8,7.63,2.37,1.9,2.87,0.901,563
2024-08-21T00:00:00.000Z,0.8,7.13,1.53,1.23,2.77,1.446,544
2024-08-22T00:00:00.000Z,1,3.73,2,1.7,2.38,0.466,568
2024-08-23T00:00:00.000Z,1.37,5.13,2.63,2.2,3.1,0.63,568
2024-08-24T00:00:00.000Z,2.2,7.4,4.67,3.77,5.47,1.014,571
2024-08-25T00:00:00.000Z,0.6,5.33,1.4,1.12,1.73,0.745,568
2024-08-26T00:00:00.000Z,1.07,3.2,1.83,1.6,2.06,0.35,561
2024-08-27T00:00:00.000Z,1.33,5,2.37,2.06,2.9,0.745,567
2024-08-28T00:00:00.000Z,1.8,7.53,3.89,2.97,4.7,1.121,562
2024-08-29T00:00:00.000Z,1.8,7.1,4.5,3.73,5.09,0.922,558
2024-08-30T00:00:00.000Z,1.9,8.07,5.27,4.09,5.93,1.238,563
2024-08-31T00:00:00.000Z,3.23,11.43,6.7,5.8,8.33,1.665,564
2024-09-01T00:00:00.000Z,2.1,12.63,8.23,6.9,10.02,2.192,568
2024-09-02T00:00:00.000Z,1.83,6.1,3.2,2.83,3.7,0.729,552
2024-09-03T00:00:00.000Z,1.9,36.97,4.09,3.53,4.8,5.784,568
2024-09-04T00:00:00.000Z,1.4,6.8,3.6,2.4,4.87,1.329,562
2024-09-05T00:00:00.000Z,0.5,50.7,4.59,3.43,12.24,5.788,561
2024-09-06T00:00:00.000Z,0.4,3.93,0.83,0.6,1.67,0.856,559
2024-09-07T00:00:00.000Z,1.1,6.23,2.96,2.29,3.67,0.948,498
2024-09-08T00:00:00.000Z,0.73,14.2,2.06,1.5,4,1.527,563
2024-09-09T00:00:00.000Z,0.5,2.37,0.97,0.8,1.2,0.331,564
2024-09-10T00:00:00.000Z,0.6,3.07,1.47,1.17,1.8,0.434,549
2024-09-11T00:00:00.000Z,0.5,5.4,1.67,1.2,2.4,1.063,569
2024-09-12T00:00:00.000Z,0.6,3.23,1.1,0.9,1.47,0.455,570
2024-09-13T00:00:00.000Z,0.7,11.5,1.9,1.4,2.73,1.231,527
2024-09-14T00:00:00.000Z,0.6,14.6,1.53,1.07,2.02,1.081,553
2024-09-15T00:00:00.000Z,0.63,8.69,1.7,1.2,2.29,0.893,573
2024-09-16T00:00:00.000Z,1.23,31.43,3.43,2.5,5.47,3.78,571
2024-09-17T00:00:00.000Z,4.17,15.63,7.63,6.1,9.65,2.554,573
2024-09-18T00:00:00.000Z,2.7,11.6,4.97,4.26,7.32,2.007,569
2024-09-19T00:00:00.000Z,3.1,11.8,5.27,4.53,6.3,1.306,570
2024-09-20T00:00:00.000Z,2.83,13.9,6.33,5.4,7.1,1.607,568
2024-09-21T00:00:00.000Z,2.83,12.17,6.3,4.8,7.2,1.536,572
2024-09-22T00:00:00.000Z,2.6,9.52,5.29,4.26,7.07,1.636,574
2024-09-23T00:00:00.000Z,0.8,8.17,3.82,2.29,4.93,1.693,566
2024-09-24T00:00:00.000Z,1,18.47,2.13,1.8,2.47,1.066,568
2024-09-25T00:00:00.000Z,0.8,22.37,1.57,1.3,1.9,1.098,566
2024-09-26T00:00:00.000Z,0.4,3.8,0.8,0.67,1.1,0.524,574
2024-09-27T00:00:00.000Z,0.5,1.67,0.7,0.6,0.8,0.169,432
2024-09-28T00:00:00.000Z,0.77,4.4,1.7,1.29,2.43,0.8,401
2024-09-29T00:00:00.000Z,0.6,13.63,1.43,1.07,2.4,1.002,575
2024-09-30T00:00:00.000Z,0.56,6.53,1.27,1,1.9,0.794,575
2024-10-01T00:00:00.000Z,0.5,21.87,1.47,1.1,1.97,1.287,576
2024-10-02T00:00:00.000Z,0.5,5.93,1.4,0.9,2.83,1.187,573
2024-10-03T00:00:00.000Z,1.4,10.17,3.57,2.9,5.29,1.537,572
2024-10-04T00:00:00.000Z,0.97,14,2.4,1.92,3.2,1.071,577
2024-10-05T00:00:00.000Z,1.03,10.23,2.9,2.29,4.47,1.902,577
2024-10-06T00:00:00.000Z,1,78.17,2.8,2,3.63,3.348,573
2024-10-07T00:00:00.000Z,0.9,10.02,3.55,2.47,4.62,1.739,576
